acte;nb_sejsea;nb_actes;dms_globale;nb_sej_0_nuit;nb_acte_ambu
PCPA0060;7148;7285;0;6984;7118
PCPB0010;78;102;3,9;46;70
PCPB0020;1060;1122;0,6;826;862
PCQM0010;19085;20572;8,6;8068;8443
PDAB0010;12;13;25,5;.;.
PDFA0010;92208;97055;0,4;82426;86834
PDFA0020;21468;22071;0,7;18532;19057
PDFA0030;3499;3553;1;2860;2907
PDHA0010;580;621;8,8;306;317
PDQB0010;202;358;3,5;173;173
PDQK0010;136;136;1,1;100;100
PDQN0010;29;29;6,5;.;.
PDQX0050;11227;11384;2,1;7572;7630
PEQP0020;2844;2928;0,8;2744;2759
PEQP0030;3841;3902;0,1;3826;3887
PEQP0040;499;511;1,4;491;501
PZMA0010;152;157;17,3;38;39
PZMA0020;1735;1830;18,2;268;269
PZMA0030;510;545;10,7;192;200
PZMA0040;2030;2137;19,2;.;.
PZMA0050;678;711;22,1;.;.
PZMP0010;3677;4572;11;614;640
PZMP0020;41;46;31,2;.;.
PZQX0040;89;90;6,2;36;37
PZQX0050;330;332;4,7;161;161
PZQX0080;178;182;12,1;12;12
QAEA0020;80;83;19;16;16
QAEA0060;25;26;54;.;.
QAEA0080;26;29;25,2;.;.
QAEA0090;16;17;43,4;.;.
QAEA0100;70;74;34,8;12;12
QAEA0110;32;32;40,5;.;.
QAEA0120;11;11;31,6;.;.
QAFA0010;252;278;19,7;34;34
QAFA0020;74;81;30,1;.;.
QAFA0030;17;20;48,7;.;.
QAFA0040;36;37;27,6;.;.
QAFA0050;33;33;30,2;.;.
QAFA0060;75;85;21,6;17;17
QAFA0070;18;19;21,5;.;.
QAFA0080;12;12;38,4;.;.
QAGA0010;9294;9310;0,1;9027;9042
QAGA0020;246;248;1;202;204
QAGA0030;418;423;0,7;369;374
QAGA0040;9701;9771;0,1;9351;9412
QAJA0010;315;1902;30,2;46;47
QAJA0020;737;782;8;182;183
QAJA0030;814;909;14,3;26;26
QAJA0040;2495;2552;3,1;979;999
QAJA0050;4409;4518;3,5;1460;1495
QAJA0060;5069;5173;3,6;1942;1958
QAJA0070;209;222;27,8;15;15
QAJA0080;127;132;20,7;16;16
QAJA0090;239;243;7,9;35;36
QAJA0100;586;2694;19,5;150;150
QAJA0110;225;996;26,5;40;40
QAJA0120;1959;2116;8,4;464;473
QAJA0130;5060;5299;3,2;1778;1881
QAJA0140;240;274;13,8;41;41
QAJB0010;544;554;0,4;366;375
QAJH0020;19;19;6,7;.;.
QAJH0030;26;26;24,4;.;.
QALP0010;58;61;15,4;.;.
QAMA0010;164;164;0,7;76;76
QAMA0020;61507;64636;0,2;57302;60209
QAMA0030;410;411;0,6;335;336
QAMA0040;127;128;1,5;88;89
QAMA0050;127;131;2,3;82;86
QAMA0060;49;49;1,1;17;17
QAMA0070;220;220;0,8;128;128
QAMA0080;1141;1147;0,5;961;966
QAMA0090;1856;1862;0,9;432;435
QAMA0100;2532;2535;0,9;547;548
QAMA0110;388;389;0,7;168;169
QAMA0120;52;52;3,4;32;32
QAMA0130;3474;3549;3,1;2467;2516
QAMA0140;17;17;1,1;.;.
QAMA0150;1436;1521;0,5;1235;1313
QAMA0160;37;37;0,9;15;15
QAMC0010;13;13;0,8;.;.
QANP0010;55;56;0,1;51;52
QANP0050;67;68;2,1;57;58
QANP0060;26;26;0,3;20;20
QANP0070;581;587;3,6;465;469
QANP0080;44;44;0,8;28;28
QANP0090;29;29;0,2;23;23
QAPA0010;11;11;0,9;.;.
QAPA0020;265;273;2,5;202;206
QBFA0010;2215;2220;3,1;49;49
QBFA0020;1078;1141;1,3;710;740
QBFA0030;1681;1690;3,4;28;28
QBFA0040;1730;1997;0,5;1395;1609
QBFA0050;2799;2810;3;51;51
QBFA0060;188;188;3,2;30;30
QBFA0070;35134;35209;0,2;29501;29555
QBFA0080;2549;2554;2,2;47;47
QBFA0090;178;179;3,1;46;47
QBFA0100;156;156;2,3;13;13
QBFA0110;257;259;3;48;49
QBFA0120;4208;4216;2,2;90;90
QBFA0130;272;274;1,3;60;60
QBFA0140;808;1071;21,8;37;38
QBJB0010;4738;4751;0,6;2825;2829
QBPA0010;6959;7003;0,7;3910;3919
QCEA0010;24;25;37,1;.;.
QCEA0020;28;28;29,2;.;.
QCEA0030;18;20;54,4;.;.
QCEA0040;60;61;39,6;.;.
QCEA0050;303;317;16,2;102;103
QCEA0060;92;95;25,2;13;13
QCFA0010;32;34;21,4;.;.
QCFA0020;355;374;11,7;165;168
QCFA0030;93;102;26;20;20
QCFA0040;32;35;29,7;.;.
QCFA0050;19;20;48,5;.;.
QCFA0060;53;56;38,6;.;.
QCJA0010;67692;70854;0,3;61052;63826
QCJA0020;424;1308;17,1;193;193
QCJA0030;389;408;6;205;207
QCJA0040;1036;2191;8,7;641;647
QCJA0050;118;122;11,6;34;34
QCLB2220;1613;1620;0;1608;1615
QCNP0010;27;27;0;27;27
QCNP0020;30;30;0;30;30
QCNP0030;22;22;0;21;21
QDJB0010;2125;2181;0,8;1135;1162
QDJB0020;927;943;1;428;437
QDPA0010;106;121;0,3;83;96
QEBA0010;23;24;0,9;13;13
QEDA0010;146;148;1,2;58;58
QEDA0020;1626;1644;0,8;915;924
QEDA0030;2807;2812;0,7;1169;1171
QEDA0040;4858;4878;0,8;2073;2083
QEEA0010;659;681;0,7;334;349
QEEA0020;288;291;0,2;247;249
QEEA0030;370;371;0,2;328;328
QEEB1520;12737;13580;0,8;7528;8052
QEEB3170;5222;5519;0,8;3221;3416
QEFA0010;3597;3635;1,2;1476;1484
QEFA0020;2504;2518;0,7;1338;1342
QEFA0030;189;196;3,5;11;11
QEFA0040;18343;18904;0,5;13568;13974
QEFA0050;115;115;3,9;.;.
QEFA0060;618;730;0,4;433;522
QEFA0070;1770;1995;3,2;77;83
QEFA0080;19597;19878;0,9;10360;10469
QEFA0090;118;120;0,6;78;79
QEFA0100;252;253;3,1;14;14
QEFA0110;433;437;0,5;295;297
QEFA0120;313;519;2,2;12;15
QEFA0130;88;88;5,3;.;.
QEFA0140;73;81;0,2;62;70
QEFA0150;14;15;4,1;.;.
QEFA0160;751;759;0,2;628;633
QEFA0170;34484;35308;0,4;25617;26139
QEFA0180;674;695;1,4;318;323
QEFA0190;12665;14556;3;828;893
QEFA0200;10169;10407;3,3;527;532
QEGA0010;1109;1129;2,2;310;320
QEGA0020;865;874;1,1;420;424
QEGA0030;1473;1495;2,1;360;367
QEGA0040;1775;1783;1,1;712;715
QEHA0010;118;127;2,8;57;60
QEHA0020;262;264;4;120;122
QEHB0010;66;70;4,2;36;40
QEHB0020;169;172;9,1;66;66
QEHH0010;30;31;13,5;12;12
QEHH0020;277;283;1,6;248;253
QEHH0030;55;55;2,1;26;26
QEHH0150;187;187;2,1;178;178
QEHJ0010;3088;3295;7,7;1882;2056
QEHJ0020;284;289;2;239;244
QEHJ0030;1068;1184;2,4;878;988
QEHJ0040;121;126;1,5;109;113
QEHJ0050;607;615;8,8;330;336
QEJA0010;5554;5663;2,2;1705;1720
QEJB0010;340;364;2;195;204
QEJH0010;77;81;6,5;25;25
QEJH0020;89;90;2,6;32;32
QEKA0010;7750;9440;1;3352;4059
QEKA0020;5445;6329;1;2801;3313
QELH0010;6397;6933;0,7;4403;4777
QELJ0010;17680;18687;0,8;10719;11262
QEMA0010;45;46;2,7;20;20
QEMA0020;31;37;3,4;.;.
QEMA0030;961;975;1,4;310;315
QEMA0040;12853;12880;0,6;6768;6776
QEMA0050;486;531;1,2;180;186
QEMA0060;7645;8819;2,8;548;609
QEMA0070;187;204;1;70;70
QEMA0090;400;415;0,4;303;316
QEMA0100;1686;1817;0,9;975;1039
QEMA0120;8774;8905;1;3700;3755
QEMA0130;24780;24858;1,2;5382;5404
QEMA0200;1112;1221;6,7;.;.
QEMA3920;344;348;4,4;.;.
QEMA4630;94;95;5,1;.;.
QEMA6210;37;43;6,5;.;.
QEMA6820;22;23;10,7;.;.
QEMA7020;819;833;4,3;.;.
QEMA7400;963;973;5;.;.
QEMA7880;62;64;6;.;.
QEMB0010;289;300;0,2;240;247
QEPA0010;469;520;0,7;301;333
QEQH2040;730;739;0,4;712;721
QEQJ0010;978;982;4,2;747;750
QEQK0010;9112;9181;8,2;3679;3694
QEQK0030;22026;23373;0,8;13782;14514
QEQK0040;301;302;7,3;152;152
QEQK0050;17612;18533;1;11203;11668
QEQM0010;19071;19521;6,1;9846;10033
QEQN0010;15;15;19,3;.;.
QEQX0040;44883;45789;1,1;23637;23903
QEQX0050;3283;3321;1,8;1365;1378
QEQX0060;521;524;0,3;434;436
QEQX0070;3119;3168;1,5;1456;1473
QEQX0080;22662;23008;1,3;11384;11514
QEQX0100;21;21;0,5;15;15
QEQX0160;534;577;2,3;411;426
QEQX0370;119;120;3;95;96
QZEA0010;12;15;47;.;.
QZEA0020;55;60;42,8;.;.
QZEA0040;44;45;25,1;23;23
QZEA0050;182;189;28;26;26
QZEA0060;277;279;2,5;170;170
QZEA0080;4785;4932;0,1;4541;4668
QZEA0090;49;53;5,7;14;14
QZEA0100;44;47;34,3;.;.
QZEA0110;170;181;38,6;.;.
QZEA0120;99;107;49,4;.;.
QZEA0130;31;38;55,9;.;.
QZEA0140;24;32;44,6;.;.
QZEA0170;279;309;33,9;19;19
QZEA0190;1905;1922;7,3;299;301
QZEA0200;2977;3030;7,5;1506;1524
QZEA0210;888;916;10,4;387;391
QZEA0240;4021;4064;2;2885;2907
QZEA0250;42;45;47,7;.;.
QZEA0260;348;359;10,7;62;64
QZEA0270;607;629;23,6;84;85
QZEA0290;53;55;17;28;28
QZEA0300;17;17;55,9;.;.
QZEA0310;12751;12925;0,6;11114;11252
QZEA0320;2030;2045;3;1238;1246
QZEA0340;1328;1351;1,8;799;814
QZEA0360;92;95;25,1;27;27
QZEA0370;531;554;20,9;80;80
QZEA0380;46;46;12;23;23
QZEA0390;2571;2612;14,3;681;687
QZEA0400;12;14;84,7;.;.
QZEA0410;351;435;35,3;17;17
QZEA0430;16;16;88,8;.;.
QZEA0440;20;20;3,4;13;13
QZEA0450;3557;3652;0,8;2343;2397
QZFA0010;3436;3491;0,6;3057;3097
QZFA0020;12208;12570;0,4;11169;11512
QZFA0030;423;431;1,3;360;364
QZFA0040;33167;34449;0,4;29951;31053
QZFA0050;486;502;0,3;427;442
QZFA0060;521;559;21,2;99;99
QZFA0070;11142;11647;0,6;9688;10153
QZFA0080;955;979;0,2;899;921
QZFA0090;7188;8652;0;7085;8539
QZFA0100;142;143;0,3;128;129
QZFA0110;17199;17591;0,8;14006;14304
QZFA0120;154;179;39,1;.;.
QZFA0130;254;274;1,9;217;222
QZFA0140;4175;4243;1,5;813;817
QZFA0150;19;19;0;18;18
QZFA0160;246;296;36,7;14;14
QZFA0170;399;498;32,7;21;21
QZFA0180;115;135;49,1;.;.
QZFA0190;894;929;9;441;443
QZFA0200;34870;35883;0,1;34120;35089
QZFA0210;57;59;3,6;51;52
QZFA0220;273;280;0,2;264;271
QZFA0230;3911;4301;13,6;1163;1177
QZFA0240;1844;1917;1,6;1310;1367
QZFA0250;57;63;51,8;.;.
QZFA0260;232;243;0,8;170;173
QZFA0270;1296;1463;23,6;202;206
QZFA0280;558;563;1,3;421;422
QZFA0290;1518;1611;0,2;1421;1505
QZFA0300;507;610;5,6;250;257
QZFA0310;4413;4446;0,4;4021;4049
QZFA0320;619;739;0;600;718
QZFA0330;731;765;0,4;642;671
QZFA0340;62;73;48,6;.;.
QZFA0350;2178;2250;2,9;1212;1239
QZFA0360;24567;25143;0,5;22496;22998
QZFA0370;48;71;55,1;.;.
QZFA0380;15068;15775;3,1;11790;12077
QZFA0390;7100;7752;0,1;6905;7536
QZGA0010;172;175;3,9;21;21
QZGA0020;2677;2705;0,5;2372;2395
QZGA0030;3708;3734;1,4;2700;2711
QZGA0040;454;455;1,1;346;347
QZGA0060;1083;1089;1,5;745;750
QZGA0070;151;156;4,4;93;94
QZGA0080;378;382;3,2;77;78
QZGA0100;128;128;7,3;56;56
QZHA0010;10369;12038;8,4;4684;5253
QZHA0020;64;64;0,7;59;59
QZHA0030;131;135;1;120;123
QZHA0040;320;514;0,2;308;502
QZHA0050;984;1035;6,6;589;602
QZJA0010;10157;11285;10,4;2705;2774
QZJA0020;8056;8570;3,1;4233;4514
QZJA0030;259;364;11,3;114;114
QZJA0040;509;602;22,3;64;64
QZJA0050;937;1070;9,4;254;257
QZJA0070;1066;5865;25,6;166;166
QZJA0080;187;1382;44,6;.;.
QZJA0090;4716;4866;5,8;1868;1905
QZJA0100;3623;8861;8,8;2025;2035
QZJA0110;44480;45987;7,6;16201;16336
QZJA0120;17101;18272;5,3;7039;7179
QZJA0130;8418;9524;8,2;5050;5179
QZJA0140;37;57;20,2;.;.
QZJA0150;3189;3555;6,2;1809;1952
QZJA0160;3748;3892;3,4;1941;1976
QZJA0170;9223;9859;3,2;5119;5300
QZJA0180;38;295;49,5;.;.
QZJA0190;186;192;19,1;43;45
QZJA0200;224;266;4,2;130;148
QZJA0210;5443;5729;0,2;5097;5360
QZJA0220;25267;25839;0,1;23751;24267
QZJA0230;7981;16901;19,4;2111;2142
QZJB0010;178;179;0,6;144;144
QZJB0020;1683;2011;6,6;630;635
QZJB0030;3610;3722;1;1720;1779
QZJB0040;14;14;0,6;11;11
QZJP0010;1635;2140;13,6;603;607
QZJP0020;458;779;26,2;38;38
QZJP0030;694;818;22,2;161;163
QZKA0010;283;283;3,1;44;44
QZKA0070;251;318;6,8;129;129
QZLA0010;791;845;4,5;120;121
QZLA0020;219;222;3,1;28;29
QZLA0040;9228;9277;2,2;5259;5293
QZLB0010;1914;1937;0,7;1199;1211
QZLB0020;249;256;0,2;219;222
QZLP0010;131;131;0,9;119;119
QZMA0010;89570;94467;0,6;74933;79150
QZMA0020;453;497;13,1;169;188
QZMA0030;815;839;3,6;557;567
QZMA0040;62611;64225;1;55391;56478
QZMA0050;8251;8419;1,4;6938;7056
QZMA0060;3011;3075;3,2;1848;1868
QZMA0070;1818;1860;10,9;604;614
QZMA0090;1565;1579;5,8;977;978
QZMA0100;302;339;19,9;20;20
QZMP0010;4571;4633;0,1;4174;4229
QZMP0020;26;26;9,5;.;.
QZMP0030;28;36;0;28;36
QZMP0040;11005;11357;0,7;10447;10515
QZNL0010;244;244;0;243;243
QZNP0010;155;157;0,7;114;115
QZNP0020;247;248;0;242;243
QZNP0030;158;158;0,1;154;154
QZNP0040;530;589;2,8;411;469
QZNP0050;34;36;0,3;25;27
QZNP0060;20;20;1,7;.;.
QZNP0070;76;76;0,7;59;59
QZNP0090;33;33;0,4;28;28
QZNP0110;17;17;0,1;16;16
QZNP0120;38;38;0,6;36;36
QZNP0130;122;124;0,4;107;108
QZNP0140;124;124;1,1;82;82
QZNP0150;19;19;0;18;18
QZNP0170;52;52;0;51;51
QZNP0180;104;105;0,5;101;102
QZNP0190;45;46;0,2;41;42
QZNP0200;116;116;0;112;112
QZNP0210;32;32;0,1;31;31
QZNP0220;64;64;0,1;58;58
QZNP0240;33;33;0,1;31;31
QZNP0250;69;69;0,1;64;64
QZNP0260;40;40;0;38;38
QZNP0860;409;425;0,1;404;419
QZNP2590;917;945;0,2;899;927
QZPA0010;208;233;12,5;124;125
QZPA0020;154;231;30,4;.;.
QZPA0030;14;17;32,4;.;.
QZPA0040;312;317;5,1;188;188
QZPA0050;24;30;43,7;.;.
QZPA0070;11;13;61,2;.;.
QZPA0080;209;211;5,1;124;125
QZQA0010;3058;3128;0,8;2595;2651
QZQM0010;41199;43235;8,7;17470;18236
QZQP0010;3580;3693;2,3;3189;3274
QZQP0020;11;11;1,8;.;.
QZQX0040;84549;85012;0,5;75631;75964
QZQX0050;40182;40583;0,7;32774;33010
QZQX0140;478;482;0,9;448;452
QZQX0210;12563;13114;12,1;3012;3048
QZQX0320;23687;23817;0,4;20953;21054
QZRB0010;6969;7395;4,2;2370;2384
QZRP0010;19;23;23;.;.
QZRP0020;231;498;9,1;.;.
QZRP0030;7133;15146;14;106;109
YYYY0010;65608;116216;4,3;10443;10545
YYYY0020;89083;314819;5,6;2481;2511
YYYY0050;55;55;4;35;35
YYYY0060;7343;7419;2,2;5098;5131
YYYY0070;27533;27678;0;27485;27485
YYYY0080;40;40;5,8;15;15
YYYY0090;29001;182612;8,2;435;463
YYYY0100;3533;5870;4,7;1336;1353
YYYY0110;20677;21983;3,2;9981;10173
YYYY0120;385997;402334;3,1;161021;164879
YYYY0130;2214;2347;9,6;54;71
YYYY0150;279039;1215651;10,5;4572;4625
YYYY0170;101;108;1,5;65;66
YYYY0190;268;274;6,8;90;90
YYYY0200;104505;525071;16,6;2275;2382
YYYY0220;12;12;12,4;.;.
YYYY0230;27;27;4,2;12;12
YYYY0240;31;31;14,8;.;.
YYYY0250;3704;3772;4,1;2224;2261
YYYY0260;12273;12341;7,4;.;.
YYYY0270;695;821;0,4;662;786
YYYY0280;355280;387364;8,1;151707;153528
YYYY0290;231;231;0,4;221;221
YYYY0310;505;508;6,4;.;.
YYYY0320;1647;1801;0,1;1628;1782
YYYY0330;118378;125790;7,2;40387;41508
YYYY0340;8406;8486;1,2;7418;7459
YYYY0370;143;145;7,7;59;60
YYYY0390;1205;1240;6,4;405;406
YYYY0410;59091;66647;9,7;2257;2326
YYYY0440;1855;1873;5,3;25;26
YYYY0450;144;155;4,2;52;56
YYYY0470;4736;5289;0,5;4616;4636
YYYY0480;71;71;0,4;68;68
YYYY0490;3125;3898;0,8;3008;3015
YYYY0550;5086;5714;0,5;4989;4999
YYYY0560;5016;5860;0,6;4904;4914
YYYY0570;2531;2646;1,6;1910;1946
YYYY0580;149;208;23,8;.;.
YYYY0590;1936;1941;1,7;114;116
YYYY0620;20960;22994;14,1;31;34
YYYY0630;41;42;0,2;36;37
YYYY0640;1381;1392;1,3;1257;1261
YYYY0650;21;21;14,9;.;.
YYYY0660;3633;3690;12,6;.;.
YYYY0670;45;45;0;44;44
YYYY0680;4031;4275;10,2;44;44
YYYY0690;2141;2178;8,8;.;.
YYYY0700;955;1016;0,7;765;825
YYYY0710;2720;2878;0,1;2636;2790
YYYY0720;5749;6193;5,3;39;39
YYYY0750;1181;1389;6,5;319;321
YYYY0760;70510;71813;2,5;44171;44893
YYYY0770;15;15;0,1;14;14
YYYY0820;7820;7925;5,5;1025;1035
YYYY0850;32;32;1,8;23;23
YYYY0880;19615;20590;3,2;6887;7020
YYYY0890;192;195;2,5;153;156
YYYY0940;70;70;0;68;68
YYYY0950;56058;57255;6,9;826;850
YYYY1050;24237;25374;5,8;5453;5541
YYYY1080;17934;25995;13,9;.;.
YYYY1090;572;594;2,1;535;552
YYYY1100;30946;31773;4,3;4160;4195
YYYY1120;27;27;0,3;23;23
YYYY1150;49891;51417;5,9;20381;20565
YYYY1170;3301;3393;7,9;1038;1049
YYYY1180;6685;27583;16,2;.;.
YYYY1200;25155;26072;12,2;11290;11335
YYYY1230;12866;19367;6,2;179;185
YYYY1250;1694;1707;0,2;1598;1598
YYYY1280;51487;56209;0,9;49949;54363
YYYY1300;6795;7581;1,5;4885;5434
YYYY1400;9947;10696;8;3179;3264
YYYY1410;4221;4391;0,6;4138;4139
YYYY1450;39811;40284;2,1;19115;19189
YYYY1460;3442;3781;5,5;18;18
YYYY1500;6123;6293;19,8;604;609
YYYY1510;12;12;6,2;.;.
YYYY1520;4146;4580;0,5;4036;4047
YYYY1540;11328;13125;10,6;850;869
YYYY1600;1362;1438;10,9;436;441
YYYY1630;3074;3106;4,7;1109;1119
YYYY1660;6964;10450;1,2;6475;6571
YYYY1700;3901;3969;2,7;435;439
YYYY1720;16592;17825;6,3;5753;5757
YYYY1750;188;188;0,1;182;182
YYYY1800;29917;33676;6,9;13852;16157
YYYY1830;6539;6950;0,9;6159;6504
YYYY1850;20;21;6,4;13;13
YYYY1860;344;345;4;146;146
YYYY1880;4113;4231;2,8;1402;1418
YYYY1890;2982;3480;13,6;.;.
YYYY1900;17378;18048;4,2;5291;5323
YYYY1970;2520;3279;1,1;2399;2407
YYYY2000;87093;104926;4,6;25300;30525
YYYY2100;19669;20669;5,8;5027;5170
YYYY2110;165;165;0;165;165
YYYY2120;1743;1783;8,4;652;656
YYYY2200;23016;23558;6,6;3413;3419
YYYY2220;16;16;0;16;16
YYYY2230;184;184;0;184;184
YYYY2300;2514;2757;7,5;130;130
YYYY2320;20763;20969;2,8;10454;10491
YYYY2400;7527;8236;5,9;699;738
YYYY2450;2996;3069;5,9;1154;1157
YYYY2500;51184;53424;3,3;8360;8461
YYYY2560;187;187;0;187;187
YYYY2600;273307;275386;2,8;126364;126670
YYYY2700;87014;90358;4;25937;26427
YYYY2800;10564;10644;3,7;3501;3511
YYYY2850;25521;25866;4,5;89;89
YYYY2900;139333;144529;3,5;19864;19970
YYYY2990;19;45;16,8;.;.
YYYY3000;259513;289840;4,9;106432;111803
YYYY3070;35;103;18,7;.;.
YYYY3160;46;171;16;.;.
YYYY3180;66;67;0,4;61;62
YYYY3200;11;22;20,2;.;.
YYYY3230;176;680;4;135;186
YYYY3260;35;35;3,6;.;.
YYYY3310;19;36;16,8;.;.
YYYY3450;764;767;0,2;762;762
YYYY3470;12;35;18,8;.;.
YYYY3490;14;23;15,6;.;.
YYYY3590;39;39;3,6;.;.
YYYY3690;259;588;6,6;134;134
YYYY3800;34;94;18,2;.;.
YYYY3870;12;27;18,8;.;.
YYYY3980;35;35;3,6;.;.
YYYY4000;56585;58145;2,6;23413;23580
YYYY4050;162041;220896;2,4;81334;111397
YYYY4100;2801;2857;6,9;1215;1219
YYYY4150;410;410;0,4;385;385
YYYY4200;4348;4570;4,3;2650;2698
YYYY4250;153;157;6,4;35;35
YYYY4500;32;87;18,6;.;.
YYYY4560;1747;2098;18,5;59;59
YYYY4580;346;640;6;188;188
YYYY4600;26;49;20,3;.;.
YYYY4650;72;72;0,7;70;70
YYYY4810;42;174;16,9;.;.
YYYY4900;632;648;5,4;164;167
YYYY4910;326;373;5,6;214;214
YYYY4930;22;65;24;.;.
YYYY5950;1986;2567;15,7;.;.
YYYY6000;2669278;3592476;7,6;519359;546919
YYYY6030;8821;8946;4,4;22;22
YYYY6140;2586;2918;3,4;1855;2073
YYYY6660;971;1045;3,7;534;564
YYYY7400;14260;14491;4,6;.;.
YYYY7550;523;526;0,1;503;505
ZAMP0010;31;31;12,7;.;.
ZANL0010;2573;2577;1,2;959;959
ZAQA0010;2151;2228;7,6;522;523
ZAQP0010;687;692;1,8;478;479
ZBGA0010;34;34;9,8;.;.
ZBGC0010;21;23;7,4;.;.
ZBQA0010;206;208;10,8;.;.
ZBQA0020;932;958;12,5;26;26
ZBQC0010;4489;4542;8,9;48;49
ZBQC0020;1098;1111;8,9;14;14
ZBQH0010;214542;227399;12,4;27123;27256
ZBQJ0010;883;886;6,2;461;464
ZBQK0010;293110;306434;9,9;69397;69915
ZBQK0020;2005176;3388964;8,3;360480;368979
ZBQK0030;4005;4343;9,2;708;712
ZBQN0010;638;642;6,8;384;384
ZBSA0010;721;764;18,6;.;.
ZCFA0010;13;13;5,7;.;.
ZCGA4330;14;14;11,4;.;.
ZCGA7600;25;25;2,2;.;.
ZCGC0250;82;83;3,8;.;.
ZCGC7180;24;24;3,6;.;.
ZCGD0690;108;108;1;57;57
ZCJA0010;432;493;16,8;74;76
ZCJA0020;5677;5968;21,6;152;153
ZCJA0030;220;225;9,3;29;30
ZCJA0040;3500;3758;24,8;66;67
ZCJA0050;11;13;30,9;.;.
ZCJC0010;10432;10557;8,7;661;661
ZCJD0010;132;726;35,6;.;.
ZCLA0010;434;440;43,8;11;11
ZCNH0010;325;342;1,2;215;220
ZCNH0020;59;60;3,9;34;34
ZCNH0030;24;24;1,4;11;11
ZCNH0040;29;29;0,9;17;17
ZCNH0050;178;187;2,3;88;90
ZCQA0010;13001;14645;20,2;273;276
ZCQA0020;19;19;20,1;.;.
ZCQC0010;1430;1437;1,5;934;936
ZCQC0020;34213;34579;5,6;8797;8817
ZCQD0010;4733;4767;1,8;3267;3276
ZCQH0010;699914;773819;9;85991;86507
ZCQH0020;41035;42954;12,1;4793;4879
ZCQJ0010;3063;3117;1,4;1977;1986
ZCQJ0020;5289;5418;1,7;3194;3236
ZCQJ0030;22859;23573;2,2;10098;10335
ZCQJ0040;35717;36317;13,4;6505;6526
ZCQJ0050;5385;5439;13,2;1351;1358
ZCQJ0060;11170;11533;2,4;4043;4100
ZCQK0010;65;65;7,6;13;13
ZCQK0020;128284;158037;13,1;17442;17825
ZCQK0030;1925;1934;4,8;699;705
ZCQK0040;250116;261229;8,6;43718;43958
ZCQK0050;33896;35235;10,8;4903;5012
ZCQM0010;19732;21543;9,8;7435;7460
ZCQM0020;12519;13616;8,9;5207;5245
ZCQM0030;21860;22377;2;13881;13984
ZCQM0040;7731;9408;9,1;1920;1936
ZCQM0050;151005;156992;7,8;35496;35708
ZCQM0060;16521;16889;8,4;2887;2915
ZCQM0070;435;468;1,4;286;305
ZCQM0080;126386;131948;9;31537;31772
ZCQM0090;71;73;3,1;33;35
ZCQM0100;20143;20729;8,3;3221;3230
ZCQM0110;4917;5719;11;1471;1478
ZCQN0010;2355;2389;10,9;436;438
ZCQN0020;20486;20803;9,2;4517;4602
ZDMP0010;2519;2777;7,4;898;1004
ZDMP0020;1243;1314;6,7;186;188
ZDMP0030;28;28;0,5;22;22
ZDMP0040;197;211;9;24;24
ZDMP0060;123;123;1,1;81;81
ZDMP0070;2660;2770;3,8;1276;1298
ZDMP0080;19;20;14,4;.;.
ZDMP0100;55;56;5,9;36;36
ZDMP0110;37;37;4;24;24
ZDMP0120;24;25;19;.;.
ZDMP0150;50;51;6,4;11;11
ZDMP0160;847;903;4,6;299;308
ZEMP0010;16;20;16,6;.;.
ZEMP0020;379;388;6,7;62;63
ZEMP0030;2870;3128;8,3;401;413
ZEMP0040;65;75;10,2;.;.
ZEMP0060;64;66;12,6;.;.
ZEMP0070;362;374;9,1;28;28
ZEMP0080;38;43;2,7;18;22
ZEMP0090;91;95;5,4;19;20
ZFQP0020;22607;23530;1;20716;21528
ZFQP0030;43311;43926;0,8;39102;39449
ZZEP0020;2292;6307;17,2;140;146
ZZEP0030;7509;13979;21;302;311
ZZEP0040;9895;20311;11,4;156;157
ZZGP0010;4215;6924;12,3;350;354
ZZHA0010;32466;34185;3,9;12416;13077
ZZHB0010;298;301;5,1;162;162
ZZHB0020;325;330;7,1;153;153
ZZHH0010;1142;1209;6,8;541;544
ZZHH0040;402;411;9,6;175;177
ZZHH0060;5410;5476;7,5;1555;1574
ZZHH0080;29472;29707;3,9;12111;12170
ZZHH0090;1050;1061;4,5;524;529
ZZHH0100;2911;2926;4,2;1308;1312
ZZHH0110;41;41;24,3;.;.
ZZHH0120;703;714;2,8;411;417
ZZHJ0010;6424;6490;8,9;3076;3096
ZZHJ0020;69;69;2;19;19
ZZHJ0030;753;786;7,5;364;368
ZZHJ0060;3155;3276;11,6;882;889
ZZHJ0070;6169;6611;10,6;2686;2701
ZZHJ0090;345;345;0,6;313;313
ZZHJ0100;369;369;3,6;161;161
ZZHJ0130;6131;6192;8,1;2795;2812
ZZHJ0160;371;377;11,8;147;149
ZZHJ0170;4900;4904;0,1;4609;4612
ZZHJ0190;1415;1426;7,2;536;538
ZZHJ0200;1593;1632;4,1;956;967
ZZHJ0210;305;307;8,8;119;120
ZZHJ0220;764;770;9;373;376
ZZJH0010;324;335;16,3;39;39
ZZJH0020;99;105;15,8;21;21
ZZJH0030;5539;5996;22;276;278
ZZJH0040;21;27;8,1;.;.
ZZJH0050;716;759;26,6;57;57
ZZJH0060;300;311;22,3;47;47
ZZJH0070;1728;1933;24,8;139;139
ZZJH0080;40;41;24,7;.;.
ZZJJ0010;14;14;8,2;.;.
ZZJJ0020;56;56;17,6;.;.
